Organization Id,Organization Name,Short Name,Organization Description,Organization Summary,Organization Type,Status,Website Url,Facebook Url,Instagram Url,Twitter Url,YouTube Channel Url,Parent Organization Name
298689,Comparative Literature Graduate Student Association,CLGSA,<p>The Comparative Literature Graduate Student Association is a coalition of graduate students who work in the Comparative Literature Program at the UO. We aim to facilitate mutual and collegial accountability with a view to academic and professional advancement.</p>,The Comparative Literature Graduate Student Association is a coalition of graduate students who work in the Comp. Lit. Program at the UO. We aim to facilitate mutual and collegial accountability with a view to academic and professional advancement.,Tier 2 Student Organization,Active,,https://www.facebook.com/groups/444128689961261,,,,ASUO Student Organizations
298692,Jewish Student Union,JSU,"<p>The Jewish Student Union aims to represent the Jewish students and community at the University of Oregon. We serve as a directory for Jewish life on campus, as well to support and bring together Jewish students. We are not a part of any specific Jewish organization but work with all of them instead.</p>","The Jewish Student Union aims to represent the Jewish students and community at the University of Oregon. We serve as a directory for Jewish life on campus, as well to support and bring together Jewish students. We are not a part of any specific Jewish...",Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
298693,Aspiring Educators,AE,"<p>The group also strives to develop a more connected support system across all walks of the UO College of Education.</p>\r\n<p>If you are interested in joining the union, complete the steps at this link:&nbsp;https://ims.nea.org/JoinNea/type.do?_ga=2.95475807.2131627969.1670022835-2048462897.1639754259&nbsp;</p>\r\n<p>Joining as a member grants you access to state and national conference and leadership opportunities all financially covered by the union.</p>","The Aspiring Educators chapter at UO works in affiliation with the Oregon Education Association (OEA) and National Education Association (NEA) to grow its members in teacher quality, social justice, political action, and community engagement. ",Tier 1 Student Organization,Active,http://linktr.ee/uoregon.aec,,https://www.instagram.com/uoaspiringed/,,,ASUO Student Organizations
298694,Christians at U of O,Christians at U of O,"<p>Christians at U of O invites you to join fellow Christians in University of Oregon community for Bible study, practical fellowship, and enjoying the Lord Jesus Christ together on and around the University of Oregon campus.</p>","Christians at U of O invites you to join fellow Christians in University of Oregon community for Bible study, practical fellowship, and enjoying the Lord Jesus Christ together on and around the University of Oregon campus.",Tier 1 Student Organization,Active,https://christiansatuofo.org,,,,,ASUO Student Organizations
298696,UO Pre-Physical & Occupational Therapy Club,UOPPOTC,"<p>The Pre-Physical Therapy/Occupational Therapy Club is committed to providing academic, research, and career-related opportunities to a community of students passionate about the fields of physical therapy and/or occupational therapy.</p>","The Pre-Physical Therapy/Occupational Therapy Club is committed to providing academic, research, and career-related opportunities to a community of students passionate about the fields of physical therapy and/or occupational therapy. ",Tier 2 Student Organization,Active,,,https://www.instagram.com/uoptot/,,,ASUO Student Organizations
298701,Mixed Student Union,MSU,"<p>Community for multiracial, multiethnic, multicultural, transracial adoptee, and mixed identities.</p>","Community for multiracial, multiethnic, multicultural, transracial adoptee, and mixed identities. ",Tier 2 Student Organization,Active,,,https://www.instagram.com/msu_uo/,http://twitter.com/twitter.com/msu_uo,,ASUO Student Organizations
298702,Saudi Student Association,SSA,"<p>The Saudi Student Assoueshon is devoted to sponsoring cultural awareness, competence, and education by spreading the diversity and richness of the cultures, histories, and traditions of the people of the Arab nations especially the Saudi culture. Through social and cultural events, we aim to create a more accurate picture of Arabs and develop a close-knit community to provide a safe and comfortable environment for Arabs, Arab-Americans, and anyone interested in supporting us. We hope that by bringing people of Arab, as well as non-Arab descent, we can create a family atmosphere where we all can grow in the knowledge of each other and ourselves. We encourage to you contact us and offer your ideas about activities, you would like to see, to aid in our mission of a more active, aware, and socially responsible university and community</p>","we are a student team striving to, working in a group spirit, to share and exchange experiences, customs, and traditions with all our fellow students.",Tier 4 Student Organization,Active,,,,,,ASUO Student Organizations
298703,UO Fandangueros,UO Fandangueros,"We are a University of Oregon student group dedicated to sharing the music, dance, and fiesta of the fandango tradition of southern Mexico (otherwise known as son jarocho).  \r\n\r\n\r\nWHEN: Tuesdays 6pm-8pm\r\n\r\n\r\nWHERE: 207 Frohnmayer Music Building (University of Oregon)\r\n\r\n\r\nThe workshops are free of charge and open to everyone.  No experience necessary.  ","We are a University of Oregon student group dedicated to sharing the music, dance, and fiesta of the fandango tradition of southern Mexico (otherwise known as son jarocho).  WHEN: Tuesdays 6pm-8pmWHERE: 207 Frohnmayer Music Building (University of Oreg...",Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
298707,Behavior Analysis Student Organization,BASO,Organization by students for students learning about Behavior Analysis ,Organization by students for students learning about Behavior Analysis ,Hidden,Inactive,,,,,,ASUO Student Organizations
298710,UO Spoon University,UOSU,"<p>The Spoon University chapter at the UO is a food publication for students, by students. We are dedicated curate content and provide information to students and individuals on everything food-related.</p>","The Spoon University chapter at the UO is an online food publication for students, by students. We are dedicated curate content and provide information to students and individuals on everything food-related.",Tier 1 Student Organization,Active,,,www.instagram.com/spoon_uoregon,,,ASUO Student Organizations
